klength,call_sequence,count
8,Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator ,1
8,Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator ,1
8,Bindings.<init> HashMap.<init> Bindings.<init> ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass ,1
8,ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ,1
8,Choice$6.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.asIterable ,1
8,Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next ,2
8,ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,5
8,ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ,3
8,String.isEmpty StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ,1
8,Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ,4
8,LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber ,2
8,Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator ,1
8,Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,1
8,ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ,3
8,Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> Preconditions.checkArgument ,1
8,List.add List.size List.addAll List.size List.get List.add List.size List.get ,1
8,Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
8,String.length String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> ,1
8,BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ,1
8,Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> ,1
8,Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> ,2
8,ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ImmutableList.size ImmutableList.toArray ,2
8,String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add ,3
8,Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> ,1
8,ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString ,2
8,Choice.none Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator ,1
8,StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create JavacTool.create ,2
8,Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,5
8,String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ,1
8,LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append ,2
8,List.addAll List.size List.get List.add List.size List.get List.add List.size ,1
8,Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator ,1
8,ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,1
8,Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ,1
8,Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> ,1
8,StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace ,2
8,SourceFile.getLines CharSource.wrap CharSource.readLines ArrayList.<init> List.size List.get List.add List.size ,1
8,Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> ,2
8,ArrayList.<init> List.size List.get List.add List.size List.addAll List.size List.get ,1
8,CharSource.readLines Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap CharSource.readLines Object.<init> ,1
8,ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull Arrays.asList ,1
8,StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> Joiner.on ,2
8,InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,2
8,CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> ,2
8,String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ,3
8,Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
8,Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull Choice$2.<init> Choice.<init> ,1
8,Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator ,1
8,ErrorProneOptions$Builder.putSeverity Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> ,4
8,Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> ,2
8,ErrorProneOptions$Severity.valueOf ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> ,1
8,Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply ,1
8,HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap ,2
8,Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,2
8,Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator ,1
8,Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ,1
8,Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ,1
8,JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator ,2
8,TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> ,1
8,List.get List.add List.size List.addAll List.size List.get List.add List.size ,1
8,StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString ,2
8,TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size ,1
8,Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> ,1
8,List.size List.get List.add List.size List.addAll List.size List.get List.add ,1
8,Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ,4
8,Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply ,1
8,Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent ,1
8,StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,2
8,SourceFile.replaceLines StringBuilder.length StringBuilder.<init> Joiner.on Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace ,1
8,LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString ,4
9,ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> ,2
9,Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent ,1
9,ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ,3
9,Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> ,1
9,Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> ,1
9,PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ,1
9,String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ,1
9,Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone ,1
9,Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,1
9,Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> ,1
9,Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator ,1
9,Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted Choice.iterator Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform ,1
9,Choice.asIterable Choice$4.<init> Object.<init> Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> ,1
9,ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast ,1
9,Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> ,1
9,StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring ,2
9,ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext Iterator.next String.equals ,8
9,ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,1
9,ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ,1
9,StringReader.<init> LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber ,2
9,Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator Iterators.singletonIterator ,1
9,Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator ,1
9,Bindings.<init> HashMap.<init> Bindings.<init> ForwardingMap.<init> Object.<init> Preconditions.checkNotNull Bindings$Key.getValueType Object.getClass Bindings$Key$1.<init> ,1
9,ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ,1
9,Choice$6.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.asIterable Choice$4.<init> ,1
9,Iterable.iterator Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals ,2
9,ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext ,5
9,ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ,3
9,String.isEmpty StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ,1
9,Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull ,2
9,LineNumberReader.<init> ArrayList.<init> LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join ,1
9,Collection.iterator Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator ,1
9,Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ,1
9,ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ,3
9,Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString Object.<init> StringBuilder.<init> Preconditions.checkArgument SourceFile.getLines ,1
9,List.add List.size List.addAll List.size List.get List.add List.size List.get List.add ,1
9,Iterables.transform Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> ,1
9,String.length String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ,1
9,BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ,1
9,Optional.presentInstances Iterable.iterator Choice.iterator Collection.iterator Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks Object.<init> PrintWriter.<init> ,1
9,Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap ,2
9,ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ImmutableList.size ImmutableList.toArray Preconditions.checkNotNull ,2
9,String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ,3
9,Bindings$Key$1.<init> TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size ,1
9,ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> ,2
9,Choice.none Choice$8.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Choice.iterator ,1
9,StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> JavacTool.create JavacTool.create Choice$1.<init> ,2
9,Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,5
9,String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ,1
9,LineNumberReader.readLine LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString ,2
9,List.addAll List.size List.get List.add List.size List.get List.add List.size List.get ,1
9,Choice$5$1.<init> Object.<init> Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply ,1
9,ImmutableList.toArray Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext ,1
9,Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull Arrays.asList ,1
9,Collection.size Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> ,1
9,StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString ,2
9,SourceFile.getLines CharSource.wrap CharSource.readLines ArrayList.<init> List.size List.get List.add List.size List.addAll ,1
9,Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> ,2
9,ArrayList.<init> List.size List.get List.add List.size List.addAll List.size List.get List.add ,1
9,CharSource.readLines Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap CharSource.readLines Object.<init> StringBuilder.<init> ,1
9,ErrorProneOptions$Severity;.clone StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs ,1
9,StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length StringBuilder.<init> Joiner.on Object.<init> ,2
9,InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator ,2
9,CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.length ,2
9,String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext ImmutableList$Builder.build ,1
9,Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,1
9,Iterators.singletonIterator Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> ,1
9,Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> Object.<init> Choice$4.<init> Object.<init> Choice.iterator Thread.interrupted ,1
9,ErrorProneOptions$Builder.putSeverity Map.put Iterator.hasNext ImmutableList$Builder.build ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> ,4
9,Joiner.on Object.<init> StringBuilder.<init> Preconditions.checkArgument Object.<init> StringBuilder.<init> StringBuilder.substring Object.<init> StringBuilder.<init> ,2
9,ErrorProneOptions$Severity.valueOf ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ,1
9,Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply Function.apply ,1
9,HashMap.<init> ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> ,2
9,Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> Iterable.iterator Iterator.hasNext ,2
9,Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator Iterators.singletonIterator Choice$5$1.apply ,1
9,Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ,1
9,Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> ,1
9,JavacTool.create JavacTool.create Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator ,2
9,TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> ,1
9,List.get List.add List.size List.addAll List.size List.get List.add List.size List.get ,1
9,StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace StringBuilder.toString CharSource.wrap ,2
9,TypeToken.<init> TypeToken.getRawType Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> ,1
9,Class.cast Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Collection.size Choice$3.<init> Choice.<init> Choice.<init> ,1
9,List.size List.get List.add List.size List.addAll List.size List.get List.add List.size ,1
9,Iterator.next String.equals String.startsWith ImmutableList$Builder.add Iterator.hasNext Iterator.next String.equals String.startsWith ImmutableList$Builder.add ,3
9,Iterators.transform Iterators.concat Choice$5$1.apply Function.apply Choice.iterator Collections.emptyIterator Choice$5$1.apply Function.apply Choice.iterator ,1
9,Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> ,1
9,StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> ,2
9,SourceFile.replaceLines StringBuilder.length StringBuilder.<init> Joiner.on Joiner.join StringBuilder.append StringBuilder.toString StringBuilder.replace StringBuilder.toString ,1
9,LineNumberReader.getLineNumber LineNumberReader.readLine LineNumberReader.getLineNumber List.add LineNumberReader.getLineNumber Joiner.join StringBuilder.append StringBuilder.toString Preconditions.checkArgument ,3
10,ImmutableList.of Object.<init> StringBuilder.<init> StringBuilder.toString Object.<init> StringBuilder.<init> CharSource.wrap Object.<init> StringBuilder.<init> StringBuilder.replace ,2
10,Choice$1.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice.iterator Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> ,1
10,ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ErrorProneOptions.<init> Object.<init> Preconditions.checkNotNull Arrays.asList ErrorProneOptions.processArgs Preconditions.checkNotNull ImmutableList.builder ,3
10,Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Thread.interrupted Choice$5.<init> Choice.<init> Choice.<init> Object.<init> ,1
10,Choice$3.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull Choice$2.<init> Choice.<init> Choice.<init> Object.<init> Preconditions.checkNotNull ,1
10,PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ImmutableList.of ErrorProneOptions$Builder.build ImmutableMap.copyOf ErrorProneOptions.<init> ,1
10,String.substring String.split StringBuilder.<init> StringBuilder.append StringBuilder.toString InvalidCommandLineOptionException.<init> Exception.<init> Preconditions.checkNotNull ImmutableList.builder ErrorProneOptions$Builder.<init> ,1
10,Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> ErrorProneOptions$Severity.<init> Enum.<init> Enum.valueOf ErrorProneOptions$Severity;.clone StringBuilder.<init> ,1
10,Collections.emptyIterator Iterator.hasNext Optional.absent Object.<init> PrintWriter.<init> BuiltInCheckerSuppliers.defaultChecks ErrorProneOptions$Builder.<init> ErrorProneOptions$Builder.<init> Object.<init> HashMap.<init> ,1
